motif_id,motif_base,name,description,n_traditions,pareidolic,perceptual_class,perceptual,perceptual_v2,is_celestial,pc_class,pc_subtype,pc_engine
k56a1_10,k56a1,Mother-in-law helps the girl to fulfill a task,"Coming to powerful man, a girl must make work that she is unable to do. His mother makes the work for her, and she marries the man",5,False,,False,False,False,NONE,,rule
k56a2_10,k56a2,"If asked to do in a bad way, do otherwise","Person (usually a girl) gets to the powerful person (usually an old woman) who asks her to act in a strange and harsh way (to put room in disorder, to bring unclean water, and the like). The person does not according to order but in a rationale and polite way and is recompensed. Another person acts according to the direct sense of the words and is punished",20,False,,False,False,False,NONE,,rule
k56a3_10,k56a3,Not to fix laces on clothes and shoes,"Though laces on her clothes or shoes get loose, a girl on her way to the powerful persons or back should not tie them up",6,False,,False,False,False,NONE,,rule
k56a4_10,k56a4,Dog the messenger,"When the kind girl returns home, a dog barks saying that everything is well with her and when the unkind girl returns (or her dead body is brought home), the dog barks that everything is bad",19,False,,False,False,False,NONE,,rule
k56a4a_10,k56a4a,,,5,False,,False,False,False,NONE,,rule
k56a5_10,k56a5,Old woman becomes a young beauty,An old or ugly woman is transformed into a young beauty. Usually another old woman tries to imitate her but dies or suffers a reverse,15,False,,False,False,False,NONE,,rule
k56a6_10,k56a6,Food asks to be eaten,On the way to the non-human world objects ask a child to taste certain food or to fulfill some work. The child does what was asked and is rewarded,12,False,,False,False,False,NONE,,rule
k56a7_10,k56a7,Strawberries under the snow,In the winter time a girl (rare: a boy) is sent to bring something that is available only in summer. She brings it,19,False,,False,False,False,NONE,,rule
k56a8_10,k56a8,Swallowed by boa,A girl marries an animal or brings an animal to her home that turns into a handsome man. Her sister or friend tries to do the same but perishes or suffers a reverse,13,False,,False,False,False,NONE,,rule
k56a8a_10,k56a8a,Kind girl returns with a handsome man,"One girl goes to the other world, acts correctly and brings back an animal or a box with a handsome man inside. Another girl acts wrongly and suffers a reverse",6,False,,False,False,False,NONE,,rule
k56b_10,k56b,"The worthy man is rewarded, the unworthy punished","First one, then another man meets a powerful person or persons. The first man is worthy and rewarded with treasure, prestige or the like. The second man (or two men) follows him, behaves in a wrong way and is punished",178,False,,False,False,False,NONE,,rule
k56c_10,k56c,Golden axe,"A man loses an axe. A spirit or a powerful official suggests him a golden axe but the man does not accept it. The spirit (official) gives him axes of gold and silver as a reward for his honesty. Usually another man intentionally loses his axe, claims the golden one but receives nothing",32,False,,False,False,False,NONE,,rule
k56d_10,k56d,Broken leg of a nestling,"A man cures injured bird, it brings him a seed from which something valuable grows. Another man intentionally injures and then cures a bird, kit brings him a seed from which something harmful grows",10,False,,False,False,False,NONE,,rule
k56e_10,k56e,Two humpbacks,"Two men have a similar defect (a hump, a lump). One spends a night in a place where spirits free him from his defect. Another comes to the same place but spirits double his defect giving him what they had taken off from the first man",30,False,,False,False,False,NONE,,rule
k56f_11,k56f,To divide a chicken,"A man divides a cooked chicken (goose) according to social ranks of the people (e.g. head of the household gets chicken’s head, his daughters get wings, etc.), takes himself not prestige but meaty parts and is rewarded. Another man brings several chickens but is unable to divide them in a proper way. The first man is called again, divides chickens with ingenuity and is rewarded again",16,False,,False,False,False,NONE,,rule
k57_10,k57,Cinderella,A girl who conceals her beauty and/or is poor and oppressed by her stepmother puts on a splendid attire and comes incognito to a feast where a man of high status falls in love with her. He marries her after identifying her by an object given to her or lost by her or (rare) seeing how she changes her clothes,88,False,,False,False,False,NONE,,rule
k58_10,k58,Construction of watercourse: a tragic love,"Person builds a watercourse as a condition of marriage. When the work is fulfilled, the woman breaks her promise. She or her bridegroom usually die",10,False,,False,False,False,NONE,,rule
k58a_10,k58a,Water for love,Person brings water or a river with fish to the place where a girl agrees to marry him and does not do it if the girl is unwilling,13,False,,False,False,False,MENTION,terrestrial,rule
k59_10,k59,Box for Osiris,"One man puts another into a box, closes the lid (or ties him to a board, to canoe, etc.) and puts the box adrift. It floats to another land, man is released there, returns home, revenges on his enemy",25,False,,False,False,False,NONE,,rule
k60a_10,k60a,How strong are bonds?,Person lets be firmly tied up when another one say that it's only a joke (e.g. a test to see can the first one break bonds),31,False,,False,False,False,NONE,,rule
k60b_10,k60b,Invitation to coffin,"Person is lured into a trap being invited to lie in a box or a hole to measure it. Being unable to liberate himself from the box etc., the person remains in power of his enemies",63,False,,False,False,False,NONE,,rule
k60c_10,k60c,"Touchy with king, patient with stableman","King’s wife is extremely touchy and cannot suffer a slightest pain. She does not say a word, however, when her lover who is a servant or a demon is beating her",15,False,,False,False,False,NONE,,rule
k61a_10,k61a,To get know a secret,"To get know the precise number of certain units, to select certain object among many others, to get know a name of particular person or a reason of particular phenomenon, person tries to surprise the possessor of the knowledge who becomes to speak aloud and unintentionally names the corresponding number, specifies the object, etc.",18,False,,False,False,False,MENTION,terrestrial,rule
k61b_10,k61b,To get know names,Person is eager to get know names of several strangers. He hides himself and creates situations when the strangers call each other by name,11,False,,False,False,False,NONE,,rule
k61c_10,k61c,To name a demon,"A demon suggests to fulfill a difficult work if the person tells him his name after the work is done. At the last moment the person gets know the name by chance, the demon disappears and the person rewarded for being such a good worker. Or the demon comes to take a child but agrees to give it back if the parents guess his (the demon's) name",34,False,,False,False,False,NONE,,rule
k61d_11,k61d,Hard work made her ugly,"Young woman’s bridegroom or husband gets to believe that she is extraordinarily industrious. To conceal the deception, she herself or somebody else makes the man believe that because of hard work women become ugly or change into animals. The man prohibits his wife to work anymore ",37,False,,False,False,False,NONE,,rule
k61e_10,k61e,Woman rewarded for making a person laugh,"When a powerful (supernatural) person gets to see a woman in a ridiculous situation, he or she becomes to laugh (and thus cured from his disease). The woman is rewarded, saved from a danger ",8,False,,False,False,False,NONE,,rule
k62a_10,k62a,Quarrel of mouse and bird,"The war between animals and birds begins because a mouse (rat, mole, etc.) and a small bird cannot divide supplies for winter",29,False,,False,False,False,NONE,,rule
k63_8,k63,Hunting wild people,A man gets to a country which inhabitants hunts of fish people whom they consider wild and equivalent to the real game or fish,12,False,,False,False,False,NONE,,rule
k64_10,k64,Escape from Polyphemos’ cave,Person gets into dwelling of master of animals or monstrous shepherd. The host can kill him. The hero escapes sticking to hair of one of the animals who are going out,70,False,,False,False,False,MENTION,terrestrial,rule
k64a_10,k64a,Blinded cyclops,Person blinds sleeping ogre and escapes from him,58,False,,False,False,False,NONE,,rule
k64b_10,k64b,Object sticks to a body,"Hero's adversary provokes him to touch an object that proves to be sticky. The hero sticks to it, sometimes has to cut off his finger",22,False,,False,False,False,NONE,,rule
k65_3,k65,Genii loci,"Being thrown out, put into certain places, born by primeval couple some beings turn into spirits of particular loci",27,False,,False,False,False,NONE,,rule
k65a_3,k65a,Spirits fall from the sky,"Being thrown down (usually from the sky), some beings get to different places and turn into spirits or animals with particular functions and names",29,True,,False,False,False,METAMORPHOSIS,celestial,rule
