motif_id,class,confidence,substrate,reason
k38b2,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird acts with intent (carrying the hero) and has a relationship with the hero (seeking help with the monster), demonstrating personified animal behavior."
k38b3,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird exhibits parental care and gratitude, effectively acting as a person with whom the hero forms a reciprocal relationship."
k38c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird acts with intent, gratitude, and agency—essentially functioning as a person who provides assistance to the hero."
k38d,NATURE_SPIRIT_PERSONIFICATION,high,water,"The monster *is* the controlling force of the water source, embodying its power and demanding tribute, without a specific pareidolic trigger for its form."
k38e,NATURE_SPIRIT_PERSONIFICATION,medium,multiple,"The listing of valuable materials suggests inherent qualities or spirits associated with them, implying a symbolic rather than purely descriptive function, without a specific pareidolic trigger."
k38e1,METAMORPHOSIS,high,plant,"The trees *are* transformed into metal, explaining their unusual appearance, rather than simply resembling something else."
k38e2,METAMORPHOSIS,high,multiple,"The 'kingdom' being packed into a container implies a transformation of a complex entity into a smaller, contained form, fitting the definition of metamorphosis where a being or place *becomes* an obj"
k38f,NATURE_SPIRIT_PERSONIFICATION,high,water,"The dragon embodies a dangerous natural force (often associated with water sources) and acts with intent, demanding sacrifice, but the story doesn't focus on a visual or auditory pareidolia or a trans"
k38f1,PURE_NARRATIVE,high,animal,"This is a story of deception and proof, focused on action and social dynamics with no element of perceiving figures in nature or attributing personality to it."
k38f2,PURE_NARRATIVE,high,none,"This is a story of deception and proof of a deed, lacking any element of perceived figures or personalities in nature."
k38f3,PURE_NARRATIVE,high,none,This is a straightforward plot of a hunt with no element of perceived figures in nature or personification of natural features.
k39,ANTHROPOMORPHIC_ANIMAL,high,animal,"The creature is acting with intent and receiving offerings, effectively functioning as a personified being despite being an animal."
k4,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on interaction with a bird's nest and nestlings, implying a perceived agency or relationship with the animal, even if not explicitly stated as speech or personhood."
k40,PURE_NARRATIVE,high,none,"The description focuses on a plot involving a hero, a monster, and two characters with emotional states, lacking any element of perceived figures in nature or personification of natural phenomena."
k41,AUDITORY_PAREIDOLIA,high,sound,"The myth centers on perceiving a struggle within the sound of thunder, attributing agency and a conflict to the natural phenomenon itself."
k42,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the myth involves a creature that is both bird and woman, acting with human intent and agency, thus projecting personhood onto an animal form."
k43a,PURE_NARRATIVE,high,none,"This describes a social interaction and act of kindness, lacking any element of perceived figures in nature or transformation into natural objects."
k43b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves a bird acting as a messenger and provider, exhibiting intentional behavior beyond typical animal actions, thus projecting personhood onto it."
k43c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The dog performs a deliberate, helpful action (unfastening the children) demonstrating agency and intent beyond typical animal behavior, effectively acting as a person."
k44,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves an animal acting as a parent, exhibiting personhood and familial intent, thus fitting the definition of an anthropomorphic animal."
k44a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The frog actively *pretends to be* a mother, exhibiting human-like deception and familial role-playing, thus projecting personhood onto the animal."
k44b,PURE_NARRATIVE,high,none,The description focuses on social dynamics and actions—a returning hero and their impoverished parents—without any element of perceived figures in nature or personification of natural features.
k45,METAMORPHOSIS,high,water,"The core of the myth is the woman *becoming* sea creatures, explaining their origin through her transformation."
k46,METAMORPHOSIS,medium,water,"The act of throwing oneself into the ocean implies a transformation – a giving way to the water, potentially becoming part of it, and the narrative focuses on this final act rather than simply being *"
k47a,ANTHROPOMORPHIC_ANIMAL,high,animal,The dog is explicitly given human attributes – becoming a husband and father – which defines this as a case of projecting personhood onto an animal.
k47b,METAMORPHOSIS,high,animal,"The core of the story is a being *transforming* from an animal (dog) into a human, explaining the man's initial appearance."
k47c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The dog is depicted with human-like agency and reproductive capacity, essentially acting as a person in the narrative."
k47d,ANTHROPOMORPHIC_ANIMAL,high,animal,"The dog is presented as capable of fulfilling marital conditions, implying human-like agency and intent."
k48,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird acts as a symbolic extension of the hero's power, essentially possessing agency and responding to events as a person would."
k48a,METAMORPHOSIS,high,animal,"The living birds and beasts *are* the decoration, effectively transforming into part of the hero's attire, and their altered state reveals the imposter."
k49,METAMORPHOSIS,high,multiple,"The core of the motif is a person being transformed and becoming part of the natural world, explaining a continued interaction (nursing) – this prioritizes METAMORPHOSIS over simply personifying a spi"
k5,ANTHROPOMORPHIC_ANIMAL,high,animal,"The antagonist *creates* fake nestlings, imbuing them with the intent to deceive – projecting personhood/agency onto the fabricated animal forms."
k50,PURE_NARRATIVE,high,none,This is a story of deception and violence with no element of perceived figures in nature or personification of natural phenomena.
k51,PURE_NARRATIVE,high,none,This describes a social situation and plot of deception without any element of perceived figures in nature or personification of natural phenomena.
k51a,PURE_NARRATIVE,high,none,This is a story of interpersonal conflict and violence with no discernible figure-in-nature element or personification.
k52,ANTHROPOMORPHIC_ANIMAL,high,animal,"The sea predators actively *carry away* a human, demonstrating intent and agency beyond simple predation, thus functioning as actors in a narrative with human-like motivation."
